X,Y,FID,Id,DateStarte,EstimatedC,WorkStatus,WorkType,Road,Suburb,Region,EntryDate,GlobalID,Descriptio,TrafficImp,SeeMoreName,SeeMoreUrl,LocalRoadName
12948737.3100568,-3746401.29693097,29101,79444,30/09/2024 09:00:00,30/06/2025 05:00:00,,Resurfacing,Great Eastern Hwy,The Lakes,Metro,29/10/2024 13:27:18,7689f297-fd11-4b8d-8080-dc56722c6f74,"Great Eastern Hwy between Chidlow York and Old Northam Rd The Lakes - Resurfacing
9am to 5am","Traffic management, various closures and speed reduction in place",,,
12900358.7671785,-3756359.01233965,29104,79452,11/11/2024 00:00:00,01/04/2025 18:00:00,,Upgrades,Graham Farmer Fwy,,Metro,20/11/2024 14:57:04,6fb63117-4129-4933-b7b1-17628df988fd,Graham Farmer Fwy PSP along Goodwood Parade and Queen Victoria Drive - Upgrades,"Graham Farmer Freeway PSP, east of Windan Bridge along Goodwood Parade and Queen Victoria Drive closed from 11 Nov  - click on 'find out more' for detour",,https://www.mainroads.wa.gov.au/4ad067/globalassets/projects-initiatives/projects/metro/belmont-redevelopment-project/belmont-park-redevelopment-psp-closure-and-detour-nov-2024.jpg,
12808052.6349027,-2484650.82135173,29126,76225,19/09/2023 06:00:00,31/05/2025 18:00:00,,Upgrades,Warrirda Rd,Onslow,Pilbara,31/10/2024 11:59:53,2ba3148f-59e1-4ba7-a70f-c2ca6f60c9f0,"Warrirda Rd, Onslow - Upgrades","Traffic management, speed reduction and single lane closure in place. Delays expected. Please follow all traffic management instructions. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,,
13355195.5880401,-2555887.34349864,29220,79648,06/11/2024 06:00:00,31/07/2025 18:00:00,,Upgrades,Marble Bar Rd,Nullagine,Pilbara,10/12/2024 14:49:04,e40388ab-6d5a-49d1-a328-0fd09f9b5270,"Marble Bar Rd, Approx. 2km South of RoyHill Level Crossing 333.397 to RoyHill Access Rd Nullagine - Marble Rd Upgrade","Traffic Management, Speed Reduction and Side Track Diversion in Place. Delays Expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,https://www.mainroads.wa.gov.au/projects-initiatives/all-projects/regional/marble-bar-road-upgrade/,
12813023.3431843,-4023492.81743046,29230,79673,04/02/2025 07:00:00,04/02/2025 15:00:00,,Maintenance,Bussell Hwy,Margaret River,South West,14/11/2024 23:48:25,26d9387d-0d24-4363-a932-5286040f8ffa,"Bussell Hwy & John Archibald Dv, Margaret River - Pavement Maintenance",Traffic Management - Speed Reduction - Lane Closure - Caution Advised,,,
12873915.234535,-3943799.17813686,29231,79674,24/03/2025 09:00:00,25/03/2025 15:00:00,,Maintenance,Robertson Dr,Carey Park,South West,14/11/2024 23:48:14,1b265343-ba6c-4933-bc35-bcc476265a9f,"Robertson Dr near Bussell Hwy & Hospital, Carey Park - Pavement Maintenance",Traffic Management - Speed Reduction - Lane Closure - Caution Advised,,,
13324430.4287868,-2669898.7929581,29234,74499,06/02/2024 06:00:00,30/06/2025 18:00:00,,Upgrades,Great Northern Hwy,Newman,Pilbara,08/11/2024 09:09:55,f41c2104-2d33-4b80-bd45-356ee8676764,"Great Northern Hwy, from Holcim Quarry Access Rd for approx 7km, Newman - Construction of Overtaking Lane #1 and #2","Traffic Management, Speed Reduction, Shuttle Flow and Portable Traffic Control Devices in Place. Delays Expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,https://www.mainroads.wa.gov.au/projects-initiatives/all-projects/regional/great-northern-highway-overtaking-lanes/,
13309039.8904851,-2661389.66984974,29235,73911,08/01/2024 06:00:00,30/06/2025 18:00:00,,Upgrades,Great Northern Hwy,,Pilbara,08/11/2024 09:10:38,0ee0501c-d2d2-4d12-9734-239b6bf4ffb5,"Great Northern Hwy, Approx 7km South of Hope Downs 4 Main Access Rd to Approx 2km South of Hope Downs 4 Main Access Rd - Construction of Overtaking Lane #3 and #4","Traffic Management, Speed Reduction, Shuttle Flow and Portable Traffic Control Devices in Place. Delays Expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,https://www.mainroads.wa.gov.au/projects-initiatives/all-projects/regional/great-northern-highway-overtaking-lanes/,
13294673.7290475,-2653078.03659713,29236,73913,08/01/2024 06:00:00,30/06/2025 18:00:00,,Upgrades,Great Northern Hwy,,Pilbara,08/11/2024 09:10:17,ba80d1da-527b-449d-ae66-d72b69fdfc24,"Great Northern Hwy, approx. 5km North of Eagle Rock Falls Track - Construction of Overtaking Lane #6","Traffic Management, Speed Reduction, Shuttle Flow and Portable Traffic Control Devices in Place. Delays Expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,https://www.mainroads.wa.gov.au/projects-initiatives/all-projects/regional/great-northern-highway-overtaking-lanes/,
12701437.6654304,-2540257.13438837,29238,79685,18/11/2024 08:00:00,31/05/2025 17:00:00,,Upgrades,Minilya Exmouth Rd,Learmonth Airport,Mid West Gascoyne,06/01/2025 09:25:29,741c1d31-c0c2-493f-915c-d239452e9829,Minilya Exmouth Rd Learmonth Airport - Upgrades,Speed reduction in place - Single Lane Closures - Traffic Management on Site - Expect increase of traffic in the area,,,
12947316.2320645,-3946204.71675586,29245,79702,01/01/2025 00:00:00,31/12/2025 00:00:00,,Utility works,Collie Lake King Rd,Collie,South West,14/11/2024 23:47:15,ae16d658-b157-4542-a407-c7b178b3f4f2,Collie Lake King Rd near Centaur Rd Collie - Utility works,Traffic Management - Temporary holding of traffic for up to 20 min 500m either side of the blasting area,,,
12813240.0422097,-2487560.89045183,29251,77812,02/08/2024 06:00:00,31/03/2025 18:00:00,,Upgrades,Onslow Rd,Onslow,Pilbara,11/11/2024 16:25:17,12a6ad62-66d1-4919-9ae1-b90812cd363f,"Onslow Rd and Onslow - Peedamulla Road Intersection, Onslow - Upgrades","Traffic Management, Speed Reduction, Single Lane Closure, Shuttle Flow and Detour in Place. Delays expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,,
13004825.8314704,-4163347.86392282,29254,79719,11/11/2024 06:00:00,31/01/2025 18:00:00,,Maintenance,South Coast Hwy (H009),,Great Southern,12/11/2024 10:36:38,d3d11bc1-eec2-4807-93f7-f31eb3b39969,"South Coast Hwy (H009) from Helen Rd, Denmark to Station Rd, Nornalup - Overhead & Lateral Pruning","Speed reduction with traffic management on site - Expect minor delays
Width restriction 3.2m",,,
12897131.4678101,-3786835.60688395,29303,78433,22/11/2024 22:00:00,20/11/2025 04:00:00,,Maintenance,Kwinana Fwy,,Metro,19/11/2024 09:56:10,6aaaadcf-3b56-4834-9806-2dea4f7983f1,"Kwinana Fwy between Armadale Rd and Thomas Rd - Maintenance
10pm to 4am",Various lane closures and speed reduction in place,,,
12840118.9175742,-3982192.32655857,29342,79956,01/12/2024 00:00:00,31/01/2025 00:00:00,,Utility works,Bussell Hwy,Busselton,South West,22/11/2024 15:21:13,b71ed5ca-3e91-4402-a259-9a633ab0d7e3,"Bussell Hwy and Albert Street, Busselton WA - Utility works - Drill Shot and Hauling ",Traffic Management - Speed Reduction during the day - East Bound Lane closure at night - Expect Delays,,,
12915063.8829386,-3717249.06506828,29351,79986,25/11/2024 06:00:00,01/06/2025 17:00:00,,Maintenance,Great Northern Hwy,Bullsbrook,Metro,25/11/2024 10:29:35,6c70a818-2798-41a1-9234-1fc107dc6caa,"Great Northern Hwy and Rutland Rd, Bullsbrook - Maintenance
6am to 5pm","Various lane and road closures, and speed reduction in place",,,
12894642.7370004,-3759399.28323765,29385,80095,01/12/2024 09:00:00,30/11/2025 14:30:00,,Maintenance,Mounts Bay Rd,Crawley,Metro,30/11/2024 14:05:07,bf75c651-1060-4556-8b07-425bca38953a,"Mounts Bay Rd from Stirling Hwy to Point Lewis Rotary, Crawley - Maintenance
9am to 2:30pm",Intermittent lane closures in place,,,
12762863.1581801,-3350144.37116188,29400,80127,09/12/2024 07:00:00,21/02/2025 18:00:00,,Maintenance,Geraldton Mt Magnet Rd,Karloo,Mid West Gascoyne,13/01/2025 08:52:15,5a864aee-e560-45c8-9d7e-6126916c7ed6,Geraldton Mt Magnet Rd 800m West of Goulds Rd Karloo - Maintenance,Major Pavement Repairs - *Gravel Road Condition* with traffic down to 60 km/h during and after hours. Traffic lights with a single lane closure during daylight hours.,,,
12894378.336557,-3932028.24048715,29409,80145,29/11/2024 06:00:00,30/04/2025 18:00:00,,Upgrades,South Western Hwy,Brunswick to Roelands,South West,03/12/2024 21:45:26,d2b90712-4af9-47a2-9046-a95b8fa063d4,"South Western Hwy, Brunswick to Roelands - Road Upgrades - Monday to Friday",Traffic Management - Speed Reduction - Lane Closures - Alternate Traffic Flow - Closure of Government Road at South Western Highway Access (Northern End) Minor Delays Expected,,,
12827926.608207,-3986396.96075839,29410,80148,13/01/2025 07:00:00,02/04/2025 18:00:00,,Utility works,LOCAL ROAD,Vasse,South West,03/12/2024 12:47:58,ddf100dd-71b9-4762-ac64-db649da40ae0,"Northerly St, affecting Bussell Hwy, Vasse - Road Closure of Northerly Street with detours -  Affected Roads Threefin Circuit, Pinta Street, Yellowtail Drive, Tarwhine Drive, Cuttlefish Drive and Harlequin Boulevard - Subdivision Construction",Traffic Management - Speed Reduction - Road Closure of Northerly St with Detours -,,,Northerly St
13371041.0040064,-2500737.39603615,29412,80154,28/11/2024 06:00:00,31/01/2025 18:00:00,,Maintenance,Marble Bar Rd,Nullagine,Pilbara,03/12/2024 15:44:59,5b3b5240-e28d-4c46-b730-74f254236fe9,"Marble Bar Rd Between Bonney Downs - Hillside Rd and Garden Pool, Nullagine - Shoulder Grading and Vegetation Maintenance","Traffic Management and Speed Reduction in Place. Delays expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts",,,
13086207.0628484,-3987342.66361363,29417,80168,14/01/2025 06:00:00,14/01/2025 16:00:00,,Maintenance,LOCAL ROAD,Katanning,Great Southern,04/12/2024 09:59:21,d56907af-23e6-434a-b062-9e3125c99b94,"Clive Street, Railway Crossing, Katanning - Crosshatching Replacement",ROAD CLOSURE with detour in place - follow direction of traffic management,,,Clive Street
13122768.3196038,-4167674.02312645,29418,80167,15/01/2025 06:00:00,15/01/2025 16:00:00,,Maintenance,LOCAL ROAD,,Great Southern,04/12/2024 09:57:02,cb8b0f2c-a7a1-4ebb-b231-e131115e23e4,"York Street, Railway Crossing - Crosshatching Replacement",ROAD CLOSURE with detour in place - following directions of traffic management,,,York Street
12893373.307798,-3742622.98063328,29419,76936,09/12/2024 08:00:00,04/07/2025 08:00:00,,Maintenance,Wanneroo Rd,Balga,Metro,04/12/2024 13:18:52,7a126e9c-078c-4003-898d-5f662a4be2ff,"Wanneroo Rd at Beach Rd, Balga - Maintenance
8am to 8am",Intermittent lane closure and speed reduction in place,,,
12896082.078097,-3758074.06715561,29427,80180,06/12/2024 07:00:00,01/08/2025 17:00:00,,Maintenance,Mitchell Fwy,Perth,Metro,04/12/2024 23:26:22,555c3a48-cc21-45b1-9efd-d6f44af10b2c,"Mitchell Fwy northbound off to Mounts Bay Rd, Perth - Maintenance
7am to 5pm",Low traffic impact,,,
12808142.1842302,-4059928.73782965,29433,80192,07/01/2025 06:30:00,31/01/2025 18:00:00,,Resurfacing,Caves Rd,Hamelin Bay,South West,05/12/2024 22:00:40,3b9e20c3-4374-47f0-afb7-22e94cc363db,"Caves Rd between Blue Rock Rd & Bussell Hwy, Hamelin Bay - Resurfacing",Traffic Management - Speed Reduction - Lane Closures - Alternate Traffic Flow - Minor Delays Expected,,,
12887324.3131024,-3938453.39674309,29434,80191,01/02/2025 06:30:00,05/02/2025 18:00:00,,Resurfacing,South Western Hwy,Waterloo,South West,05/12/2024 22:01:07,72cbebda-88fd-47da-bdbc-d16ad82f9eb0,South Western Hwy between Waterloo Rd & Lavanter Rd. Waterloo - Resurfacing,Traffic Management - Speed Reduction - Lane Closure - Alternate Traffic Flow - Minor Delays Expected,,,
12942491.5384507,-4094883.75555626,29435,80194,07/01/2025 06:30:00,04/02/2025 18:00:00,,Resurfacing,South Western Hwy,Crowea,South West,11/12/2024 12:51:14,8cb5c1a5-7495-49f4-a2e9-9f05c26a7e06,"South Western Hwy between Vasse Hwy & Upper Shannon Rd, Crowea - Resurfacing",Traffic Management - Speed Reduction - Lane Closure - Alternate Traffic Flow - Minor Delays Expected,,,
12889914.9662357,-3733879.44031721,29439,76937,01/08/2024 07:00:00,30/06/2025 17:00:00,,Maintenance,Ocean Reef Rd,Woodvale,Metro,05/12/2024 12:01:42,1fa62ed2-005d-42a6-9554-491d2dca3f34,"Ocean Reef Rd at Trappers Dr, Woodvale - Maintenance
7am to 5pm",Intermittent lane closure in place,,,
12887483.6672042,-3938370.85643826,29449,80211,06/12/2024 00:00:00,31/01/2025 16:00:00,,Upgrades,South Western Hwy,,South West,05/12/2024 14:21:49,4dc7b991-fe1b-48bb-89f2-9cb9aa98fc43,South Western Hwy at Waterloo Road and Discovery Road - Upgrades,"Permanent closure of existing Waterloo Road intersection with South Western Highway and temporary closure of the Discovery Road intersection with South Western Highway. Detour via Martin-Pelusey Road and Brysinda Road in place until January 2025. - Click on 'find out more' for map
",,www.mainroads.wa.gov.au/4addc0/globalassets/projects-initiatives/projects/regional/bunbury-outer-ring-road/6-dec-swh-waterloo.png,
13225122.7694972,-2521469.71077953,29472,80260,07/12/2024 06:00:00,30/01/2025 18:00:00,,Maintenance,Great Northern Hwy,Munjina ,Pilbara,09/12/2024 14:14:32,8df1b42b-7804-4d49-aa46-540e98b85b9b,"Great Northern Hwy and Mulga Downs Access Rd intersection,  Munjina  - Sign installation.","Traffic Management and Speed Reduction in Place. Delays expected. For Heavy Vehicle Travel Impacts, Please Visit the Main Roads WA Website: Heavy Vehicles > Travel Impacts ",,,
13135710.8058309,-4149684.30676295,29484,80282,07/01/2025 06:00:00,15/01/2025 18:00:00,,Resurfacing,South Coast Hwy (H008),Kalgan to Manypeaks,Great Southern,19/12/2024 08:52:20,6963d4e3-3d11-4b90-888a-41a3e702a881,"South Coast Hwy (H008), Kalgan to Manypeaks - Reseal Works","Speed reduction with single lane closure  - Expect delays.
Please follow direction of traffic management. ",,,
13055315.5578017,-4033587.10167873,29485,80285,03/02/2025 06:00:00,05/02/2025 17:00:00,,Resurfacing,Albany Hwy,Tambellup W Rd to Jago Rd,Great Southern,07/01/2025 10:16:02,2d27f388-3bad-4760-a0ee-6ae74b6b19b2,Albany Hwy Tambellup W Rd to Jago Rd - Resurfacing,"Speed reduction with single lane closure - Expect delays.
Please follow direction of traffic management. ",,,
13102668.7858756,-4130384.63193437,29486,80284,28/01/2025 06:00:00,19/02/2025 17:00:00,,Resurfacing,Albany Hwy,Narrikup to Milpara,Great Southern,11/12/2024 08:38:01,00b74210-c747-4a91-ad35-108a2ac58f9f,"Albany Hwy, Narrikup to Milpara - Reseal Works","Speed reduction with single lane closure - Expect delays.
Please follow direction of traffic management. ",,,
13219978.9699403,-4075749.39386763,29487,80283,15/01/2025 06:00:00,24/01/2025 18:00:00,,Resurfacing,South Coast Hwy (H008),Boxwood Hill to Gairdner,Great Southern,19/12/2024 15:10:04,9bc7dc67-4ec9-44ff-93ec-d0daec02d276,"South Coast Hwy (H008), Boxwood Hill to Gairdner - Reseal Works","Speed reduction with single lane closure - Expect delays.
Please follow direction of traffic management. ",,,
13097933.4960605,-4111873.343332,29488,80287,11/02/2025 06:00:00,19/02/2025 17:00:00,,Resurfacing,Albany Hwy,Mount Barker to James Rd,Great Southern,11/12/2024 08:43:19,7e232e20-5a86-4a0c-8d36-bd44d1964fa5,"Albany Hwy, Mount Barker to James Rd - Reseal Works","Speed reduction with single lane closure - Expect delays.
Please follow direction of traffic management. ",,,
13085327.1063331,-4117484.75770785,29489,80286,06/02/2025 06:00:00,10/02/2025 17:00:00,,Resurfacing,Muir Hwy,Denmark-Mt Barker Rd to Mount Barker,Great Southern,11/12/2024 08:41:38,aae2745d-8653-4a26-8b49-094484b1c0a0,"Muir Hwy, Denmark-Mt Barker Rd to Mount Barker - Reseal Works","Speed reduction with single lane closure - Expect delays.
Please follow direction of traffic management. ",,,
12867886.9114189,-3974318.89132487,29490,80290,17/01/2025 07:30:00,17/01/2025 15:30:00,,Utility works,Goodwood Rd,Capel,South West,11/12/2024 11:59:21,1a4d8805-6ef0-4609-abb4-27fb85cb7a37,"Goodwood Rd north of Plantation Rd, Capel - Western Power works",Traffic Management - Speed Reduction - Lane Closure - Alternate Traffic Flow - Minor Delays Expected,,,
12878286.8945216,-3712766.02203365,29497,80301,23/12/2024 09:00:00,01/08/2025 16:00:00,,Maintenance,Marmion Av,Alkimos,Metro,11/12/2024 13:30:32,67524f81-8a1f-441c-94d1-e95533a87feb,"Marmion Av at Brindabella Pwy, Alkimos - Maintenance
9am to 4pm",Lane closures in place,,,
12902567.6843778,-3906220.54882131,29512,80329,24/09/2024 07:00:00,31/01/2025 17:00:00,,Upgrades,LOCAL ROAD,Harvey,South West,12/12/2024 22:08:18,5829aed1-656f-4196-8c69-d7679c1881a3,"Uduc Rd intersection of South Western Hwy, Harvey - Removal and reconstruction of refuge island - Shire of Harvey Works",Traffic Management - Speed Reduction - Uduc Rd eastbound Closure - local traffic access - Detours in place,,,Uduc Rd
12902283.1270061,-3906920.02546369,29516,79905,13/01/2025 07:00:00,13/01/2025 15:00:00,,Utility works,South Western Hwy,Harvey,South West,13/12/2024 12:07:56,f980849b-a030-417f-aa84-d3a2fcf074ed,"South Western Hwy & Hinge Rd, Harvey - Western Power works",Traffic Management - Speed Reduction - Caution advised,,,
13265461.514034,-2961835.47237119,29518,80350,06/01/2025 12:00:00,14/01/2025 17:00:00,,Resurfacing,Great Northern Hwy,Kumarina,Mid West Gascoyne,13/01/2025 07:38:08,c1d79ca9-3bdb-4545-b69c-f51741ccbe2c,Great Northern Hwy Approx 70 south of Plutonic Mine Road Kumarina - Resurfacing,Traffic Management in the area of works - speed reductions in place - Minor Delays expected - Please drive to the condidtions,,,
12812928.5869329,-4055386.65253006,29522,80354,07/01/2025 07:00:00,31/01/2025 17:00:00,,Resurfacing,Bussell Hwy,Karridale,South West,16/12/2024 07:44:49,51d28136-51d5-4bde-bb0a-cb78bd94c22a,"Bussell Hwy north of Brockman Hwy, Karridale - Resurfacing",Traffic Management - Speed Reduction - Lane Closure - Alternate Traffic Flow - Delays Expected - Monday to Friday only,,,
12881409.2289721,-3835527.69786555,29524,80357,30/11/2024 08:00:00,31/12/2025 08:00:00,,Upgrades,LOCAL ROAD,,South West,16/12/2024 08:49:35,286d1ff3-6033-4314-9a50-e5dadd8878b3,"Egret Point Road between Wedgetail Retreat, Halls Head and Seahawk Drive - Upgrades",Intermittent closures and traffic management in place - click 'find out more' for detour map,,www.mainroads.wa.gov.au/4aed83/globalassets/projects-initiatives/projects/regional/mandurah-estuary-bridge/mebd-egret-rd-closure-detour-map.jpg,Egret Point Road
12881422.9847143,-3835638.42606628,29525,80358,10/02/2025 06:00:00,15/03/2025 05:00:00,,Upgrades,LOCAL ROAD,,South West,16/12/2024 08:51:54,313b2594-7383-4075-b6b6-6743fe1ab949,"Egret Point Road between Wedgetail Retreat, Halls Head and Seahawk Drive - Upgrades",Road closed to install additional drainage - click on 'find out more' for detour map,,www.mainroads.wa.gov.au/4aed83/globalassets/projects-initiatives/projects/regional/mandurah-estuary-bridge/mebd-egret-rd-closure-detour-map.jpg,Egret Point Road
12824537.4764982,-3982183.01655269,29532,80372,06/01/2025 07:00:00,17/01/2025 17:00:00,,Maintenance,Caves Rd,Marybrook,South West,18/12/2024 22:07:41,c29f1f61-0969-4e99-8489-9b884ee924af,"Caves Rd at the Lennox River Drain, Marybrook - Bridge Maintenance",Traffic Management - Speed Reduction - Caution Advised,,,
12919269.8928264,-3742925.75963601,29541,80384,17/01/2025 07:00:00,17/01/2025 17:00:00,,Maintenance,Toodyay Rd,Herne Hill,Metro,17/12/2024 10:48:22,187cd0ec-55e0-4219-b937-aeebf55b1d61,"Toodyay Rd at Neuman Rd, Herne Hill - Maintenance
7am to 5pm",Speed reduction in place,,,
12893671.8359809,-3766907.93317966,29543,80386,03/06/2025 08:00:00,15/12/2025 17:00:00,,Maintenance,Canning Hwy,Applecross,Metro,07/01/2025 11:32:12,b8bf6432-f73a-419c-966d-b126a2f38797,"Canning Hwy at Cantray Av, Applecross - Maintenance
8am to 5pm",Lane closures and speed reduction in place,,,
12835416.339269,-4050235.42671785,29555,80411,07/01/2025 06:00:00,31/01/2025 18:00:00,,Resurfacing,Brockman Hwy,Darradup & Karridale,South West,17/12/2024 13:55:30,f6cbc541-0dbc-41c3-8c9f-a4ac1b282e01,"Brockman Hwy, east of Sues Rd to McDonald Rd, Karridale - Resurfacing",Traffic Management - Speed Reduction - Lane Closure - Alternate Traffic Flow - Minor Delays Expected,,,
13063180.551176,-3937331.38906693,29559,80417,06/01/2025 06:00:00,31/01/2025 18:00:00,,Upgrades,Great Southern Hwy,Shire of Wagin,Wheatbelt,18/12/2024 09:01:47,314dcd14-f1fd-4982-82ff-4ca6f3952ca3,Great Southern Hwy - Wendell St to Lime Lake East Rd - Shire of Wagin - Upgrades,"Lane closures, speed reduce, expect delays ",,,
13153391.2153622,-3851330.64572329,29560,80423,11/01/2025 07:00:00,15/01/2025 18:00:00,,Resurfacing,Kulin Lake Grace Rd,Shire of Kulin,Wheatbelt,24/12/2024 10:51:33,1311586b-d47b-4e87-8ecf-a900ee5a1d7e,Kulin Lake Grace Rd - Rankin St to CBH Access Rd - Shire of Kulin - Resurfacing,"Lane closures, speed reduced, expect delays",,,
12913511.4541613,-3748890.14987925,29570,80366,10/01/2025 07:00:00,18/01/2025 18:00:00,,Maintenance,Great Eastern Hwy,Midland,Metro,19/12/2024 12:14:30,2e3bd244-2b33-465d-b375-7296d5707f36,"Great Eastern Hwy The Crescent and Keane St, Midland - Maintenance
7am to 6pm",Speed reduction in place,,,between
12916655.2099969,-3720703.97991439,29572,80446,17/12/2024 07:00:00,01/09/2025 18:00:00,,Maintenance,Great Northern Hwy,Bullsbrook,Metro,19/12/2024 12:23:45,28348f15-512f-462d-8393-ff232e2ed754,"Great Northern Hwy at Brig Wy, Bullsbrook - Maintenance
7am to 6pm",Speed reduction in place,,,
12889625.8605642,-3782801.82611359,29573,80444,13/01/2025 07:00:00,30/04/2025 17:30:00,,Maintenance,Rockingham Rd,Henderson,Metro,19/12/2024 12:20:49,ebc1659e-fa62-4303-93f3-c9fa45e53c2c,"Rockingham Rd at Russell Rd, Henderson - Maintenance
7am to 5:30pm",Speed reduction in place,,,
12883474.0059861,-3899087.48873231,29574,79878,06/01/2025 07:00:00,30/04/2025 17:00:00,,Upgrades,Forrest Hwy,Myalup,South West,19/12/2024 13:25:02,2b3a28a9-57d2-492f-ac6d-0d29390a0012,"Forrest Hwy north of Downes Rd, Southbound only, Myalup - Driveway Upgrades - Monday to Friday",Traffic Management - Speed Reduction - Caution Advised,,,
12919960.5024908,-3966278.14716083,29575,80449,13/01/2025 07:00:00,19/04/2025 17:00:00,,Upgrades,Donnybrook Boyup Brook Rd,Glen Mervyn,South West,24/12/2024 00:10:40,a0555f20-a50a-4b5f-bb9f-0859cc146c3b,"Donnybrook Boyup Brook Rd east of Mandalay Rd, Glen Mervyn - Bridge Works ",Traffic Management - Speed Reduction - Lane Closure - Alternate Traffic Flow - Minor Delays Expected,,,
12686600.8844819,-2699703.60291202,29576,80235,13/12/2024 14:00:00,02/02/2025 17:00:00,,Maintenance,Minilya Exmouth Rd,Minilya,Mid West Gascoyne,20/12/2024 07:32:31,b7329a39-6430-46ad-99ee-d34cc0bf9282,Minilya Exmouth Rd  - Grid Removal approx 2km south of Lyndon River West Rest area,Speed reduction in place - Expect minor delays ,,,
12906432.6026492,-3764584.17786852,29580,80462,07/01/2025 05:00:00,02/02/2025 21:00:00,,Maintenance,LOCAL ROAD,Cannington,Metro,23/12/2024 11:26:25,4499944b-01e5-4436-9501-cee02818c44c,"Sevenoaks St and Wharf St, Cannington - Maintenance
5am to 9pm",Various closures and speed reduction in place,,,Sevenoaks St
12889730.1923316,-3760879.90355802,29582,80465,20/01/2025 07:00:00,07/02/2025 17:00:00,,Maintenance,Stirling Hwy,Claremont,Metro,23/12/2024 11:32:07,0a6e0742-99fe-4a3a-b2da-e93faf52a90f,"Stirling Hwy at Bay Rd Claremont - Maintenance
7am to 5pm",Road closures in place,,,
13007018.8589294,-3894223.5427061,29584,80473,15/01/2025 07:00:00,15/01/2025 17:00:00,,Utility works,Albany Hwy,Shire of Williams,Wheatbelt,24/12/2024 11:10:10,e50fe488-65ca-4f91-84b1-154cff854f7b,Albany Hwy - North of Playle Rd - Shire of Williams - Utility works,"Lane closure, speed reduced, expect delays",,,
12889062.0523302,-3736885.17786025,29585,79666,11/11/2024 01:00:00,28/02/2025 16:00:00,,Upgrades,Mitchell Fwy,,Metro,24/12/2024 11:06:15,4d1e2777-c2fa-4965-b8e5-820fd5b551e0,Mitchell Fwy PSP underpass at Whitfords Avenue - Upgrades,Freeway PSP underpass at Whitfords Avenue closed between Trailwood Drive and Twickenham Drive - click on 'find out more' for detour,,www.mainroads.wa.gov.au/4ab3aa/globalassets/projects-initiatives/projects/metro/smart-freeways/11-nov-to-19-dec-2024-whitfords-psp-underpass-closure.png,
13220099.8146131,-3908867.13095609,29586,80474,06/01/2025 07:00:00,30/04/2025 17:00:00,,Upgrades,Collie Lake King Rd,Shire of Lake Grace,Wheatbelt,24/12/2024 11:25:33,c4737bd2-da74-4876-b9d6-e4c06169efdb,Collie Lake King Rd - Franks St to Burngup Rd - Shire of Lake Grace - Upgrades,"Lane closures, speed reduced, expect delays",,,
12890068.9395865,-3741868.23269855,29587,80477,23/12/2024 11:00:00,14/02/2025 23:00:00,,Upgrades,Mitchell Fwy,,Metro,24/12/2024 11:41:50,ca4a8692-266e-4cc3-9b7c-af536661a719,Mitchell Fwy PSP between Tuart Road and Hawker Avenue - Upgrades,Ongoing works - Mitchell Freeway PSP between Tuart Road and Hawker Avenue (Warwick Train Station) closed until 14 Feb 2025 - click on 'find out more' for detour,,https://www.mainroads.wa.gov.au/4b051b/globalassets/projects-initiatives/projects/metro/smart-freeways/dec-2024-14-feb-2025-tuart-road-to-hawker-avenue-psp.png,
12889642.8446838,-3741197.49623413,29589,80479,23/12/2024 11:00:00,14/03/2025 23:00:00,,Upgrades,Mitchell Fwy,,Metro,24/12/2024 11:43:43,9549fd0b-cec6-4e4a-ac9a-49421af4bb2f,Mitchell Fwy PSP between Kilrenny Crescent and Tuart Road - Upgrades,Ongoing works - Mitchell Freeway PSP between Kilrenny Crescent and Tuart Road closed until 14 March 2025 - click on 'find out more' for detour,,https://www.mainroads.wa.gov.au/4b0506/globalassets/projects-initiatives/projects/metro/smart-freeways/dec-2024-14-mar-2025-kilrenny-crescent-to-tuart-road-psp.png,
12887184.6374966,-3731608.4578922,29590,80480,23/12/2024 11:00:00,31/03/2025 23:00:00,,Upgrades,Mitchell Fwy,,Metro,24/12/2024 11:46:13,08169470-bddc-4666-861e-ea5782f05d09,Mitchell Fwy PSP between Hodges Drive and Ocean Reef Road - Upgrades,Ongoing works - Mitchell Freeway PSP between Hodges Drive and Ocean Reef Road closed until 31 March 2025 - click on 'find out more for detour,,https://www.mainroads.wa.gov.au/4960a9/globalassets/projects-initiatives/projects/metro/smart-freeways/smart-freeway-mitchell-southbound-path-detour-map-hodges-to-ocean-reef.png,
